sentence,target
"In fact, he is so bad that I think his work should be removed from the shelf.",0
Take this novel for example: Tick Tock.,0
The beginning of the novel starts off well.,0
He develops an intriguing character.,0
Manages to pull off some plausible dialogue.,0
"Develops somewhat of a plot, I suppose, if you can even call it that.",0
"If after reading this much of my opinion piece, you still want to read the novel, here is the plot.",0
The main character is Tommy Phan.,0
"He is a Vietnamese-American, but seems to have lost adhesiveness towards his native origin.",0
"His mother, on the other hand, is completely reverent to Vietnamese culture and customs.",0
"So here is where the plot"" thickens"".",0
Tommy goes home to find an absurd little minikin on his front doorsteps.,0
"Soon after he brings the thing in, it turns into a creature of some sort, slowly getting bigger, and more repulsive in appearance.",0
"Eventually, he flees, and bumps into a blonde waitress, Del Payne, who had served him earlier.",0
"The minikin, which has now transformed into a monster with tentacles ( sounds like something that came out of a cartoon...""oooh scary"" ) begins chasing them all over town.",0
"Meanwhile, we get to know Del.",0
We find out that she is rich beyond anything Tommy can even being to fathom.,0
"She starts blowing up her boat throughout the chase, and totalling her cars, while being indifferent each time to the messes.",0
"And I'm sitting here the whole time wondering"" What on earth is going on?",0
"Why am I reading this crap?""",0
And did I mention that the whole story takes place within the frame of ONE NIGHT!,0
Dean Koontz must be the master...the master of overwriting.,0
"It takes him forever to get through just one scene in the book, as if he's describing every unimportant minute.",0
Only one word for Koontz: BORING!!!,0
That's not the end either.,1
"He writes about 300 pages before about the final 30 or so, where he introduces a new character...a new character who is behind all of this chaos.",0
HELLO DEAN?? Couldn't you find a more suitable ending?,1
"The author did not prepare the readers for this whatsoever, and it's as if he didn't know how to end it, and so he just stuck in whatever.",1
"Then Del and Tommy run off and get married, after only having known each other for a few hours.",0
So there you have it folks.,0
"I just told you the whole story in a few paragraphs, and now you don't have to read it.",1
"Believe me, I just did you a favor by saving you time.",0
"Tom Clancy has always been known for his huge, compelling stories and his well-defined characters.",0
"Clancy writes with a style all his own, and his mastery of modern military tactics and technology is unparalleled.",0
"The adventures of Jack Ryan are followed by millions of readers, but this installment to the series - while it doesn't completely disappoint - may leave the reader with a sense of wondering what they just read.",1
Clancy's stories are always extremely intricate.,0
"There are usually multiple subplots going on in the background of the main story, and they are usually brought together by some climatic ( and often catastrophic ) final event.",0
"In"" Debt of Honor,"" Clancy doesn't deviate from this proven formula.",1
"All of his most familiar characters are present, and they all become entangled with different problems ( which are all linked together, in typical Clancy fashion ).",0
""" Debt of Honor,"" focuses on a rising conflict with the Japanese, and it's a problem that most likely would never happen in reality.",1
"The book is a very long, slow read, and there is often too much dead time between the action.",0
"Clancy has always written this way, but he usually is able to fill the dead time with political activities and insight.",0
"In"" Debt of Honor,"" Clancy unfortunately focuses on a part of the government that is foreign to most people - economics and the stock market.",0
"A good economist would probably be able to make sense of most of the eco-jargon, but the average reader will find himself wanting to skip a lot of pages.",0
""" Debt of Honor,"" is the weak link in the Jack Ryan story.",0
"For those wanting to follow the exploits of America's most famous fictitious CIA operative, it may be best to skip this book and read the next in the series.",0
"But if you're a die hard Clancy fan ( like myself ), pick this one up and make sure your schedule is clear.",0
You won't be going anywhere for a long time,1
"Warning: Spoilers in this, but the story sucks so bad I'm doing you a favor!!",0
"I finished reading Jack and Jill about two months ago, the reason I'm writing this review is that the sour taste in my mouth that I received reading this book is still there.",0
